Reporting_Period,County,Facility_Name,    Number_of_Incarcerated_in_the_Facility    ,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
06/19/21,Santa Clara,Elmwood Complex - Women's Facility,190,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
06/26/21,Santa Clara,Elmwood Complex - Women's Facility,197,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/03/21,Santa Clara,Elmwood Complex - Women's Facility,203,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/10/21,Santa Clara,Elmwood Complex - Women's Facility,219,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/17/21,Santa Clara,Elmwood Complex - Women's Facility,206,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/24/21,Santa Clara,Elmwood Complex - Women's Facility,210,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/31/21,Santa Clara,Elmwood Complex - Women's Facility,213,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
08/07/21,Santa Clara,Elmwood Complex - Women's Facility,214,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
08/14/21,Santa Clara,Elmwood Complex - Women's Facility,210,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
08/21/21,Santa Clara,Elmwood Complex - Women's Facility,221,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
08/28/21,Santa Clara,Elmwood Complex - Women's Facility,222,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
09/04/21,Santa Clara,Elmwood Complex - Women's Facility,218,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
09/11/21,Santa Clara,Elmwood Complex - Women's Facility,217,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
09/18/21,Santa Clara,Elmwood Complex - Women's Facility,221,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
09/25/21,Santa Clara,Elmwood Complex - Women's Facility,225,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/02/21,Santa Clara,Elmwood Complex - Women's Facility,228,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/09/21,Santa Clara,Elmwood Complex - Women's Facility,209,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/16/21,Santa Clara,Elmwood Complex - Women's Facility,211,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/23/21,Santa Clara,Elmwood Complex - Women's Facility,204,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/30/21,Santa Clara,Elmwood Complex - Women's Facility,197,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
11/06/21,Santa Clara,Elmwood Complex - Women's Facility,198,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
11/13/21,Santa Clara,Elmwood Complex - Women's Facility,205,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
11/20/21,Santa Clara,Elmwood Complex - Women's Facility,202,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
11/27/21,Santa Clara,Elmwood Complex - Women's Facility,201,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/04/21,Santa Clara,Elmwood Complex - Women's Facility,204,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/11/21,Santa Clara,Elmwood Complex - Women's Facility,201,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/18/21,Santa Clara,Elmwood Complex - Women's Facility,199,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/25/21,Santa Clara,Elmwood Complex - Women's Facility,204,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/01/22,Santa Clara,Elmwood Complex - Women's Facility,206,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/08/22,Santa Clara,Elmwood Complex - Women's Facility,209,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/15/22,Santa Clara,Elmwood Complex - Women's Facility,206,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/22/22,Santa Clara,Elmwood Complex - Women's Facility,214,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/29/22,Santa Clara,Elmwood Complex - Women's Facility,211,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/05/22,Santa Clara,Elmwood Complex - Women's Facility,207,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/12/22,Santa Clara,Elmwood Complex - Women's Facility,219,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/19/22,Santa Clara,Elmwood Complex - Women's Facility,225,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/26/22,Santa Clara,Elmwood Complex - Women's Facility,234,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/05/22,Santa Clara,Elmwood Complex - Women's Facility,239,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/12/22,Santa Clara,Elmwood Complex - Women's Facility,230,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/19/22,Santa Clara,Elmwood Complex - Women's Facility,228,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/26/22,Santa Clara,Elmwood Complex - Women's Facility,217,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/25/20,Santa Clara,Santa Clara County Main Jail,647,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
08/01/20,Santa Clara,Santa Clara County Main Jail,644,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
08/08/20,Santa Clara,Santa Clara County Main Jail,635,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
08/15/20,Santa Clara,Santa Clara County Main Jail,621,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
08/22/20,Santa Clara,Santa Clara County Main Jail,618,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
08/29/20,Santa Clara,Santa Clara County Main Jail,606,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
09/05/20,Santa Clara,Santa Clara County Main Jail,614,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
09/12/20,Santa Clara,Santa Clara County Main Jail,624,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
09/19/20,Santa Clara,Santa Clara County Main Jail,621,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
09/26/20,Santa Clara,Santa Clara County Main Jail,642,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/03/20,Santa Clara,Santa Clara County Main Jail,630,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/10/20,Santa Clara,Santa Clara County Main Jail,613,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/17/20,Santa Clara,Santa Clara County Main Jail,644,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/24/20,Santa Clara,Santa Clara County Main Jail,645,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/31/20,Santa Clara,Santa Clara County Main Jail,670,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
11/07/20,Santa Clara,Santa Clara County Main Jail,680,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
11/14/20,Santa Clara,Santa Clara County Main Jail,678,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
11/21/20,Santa Clara,Santa Clara County Main Jail,680,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
11/28/20,Santa Clara,Santa Clara County Main Jail,686,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/05/20,Santa Clara,Santa Clara County Main Jail,697,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/12/20,Santa Clara,Santa Clara County Main Jail,680,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/19/20,Santa Clara,Santa Clara County Main Jail,686,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/26/20,Santa Clara,Santa Clara County Main Jail,696,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/02/21,Santa Clara,Santa Clara County Main Jail,711,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/09/21,Santa Clara,Santa Clara County Main Jail,716,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/16/21,Santa Clara,Santa Clara County Main Jail,713,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/23/21,Santa Clara,Santa Clara County Main Jail,726,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/30/21,Santa Clara,Santa Clara County Main Jail,733,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/06/21,Santa Clara,Santa Clara County Main Jail,740,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/13/21,Santa Clara,Santa Clara County Main Jail,707,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/20/21,Santa Clara,Santa Clara County Main Jail,695,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/27/21,Santa Clara,Santa Clara County Main Jail,688,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/06/21,Santa Clara,Santa Clara County Main Jail,642,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/13/21,Santa Clara,Santa Clara County Main Jail,660,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/20/21,Santa Clara,Santa Clara County Main Jail,656,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/27/21,Santa Clara,Santa Clara County Main Jail,654,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
04/03/21,Santa Clara,Santa Clara County Main Jail,671,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
04/10/21,Santa Clara,Santa Clara County Main Jail,666,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
04/17/21,Santa Clara,Santa Clara County Main Jail,682,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
04/24/21,Santa Clara,Santa Clara County Main Jail,645,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
05/01/21,Santa Clara,Santa Clara County Main Jail,666,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
05/08/21,Santa Clara,Santa Clara County Main Jail,664,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
05/15/21,Santa Clara,Santa Clara County Main Jail,653,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
05/22/21,Santa Clara,Santa Clara County Main Jail,670,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
05/29/21,Santa Clara,Santa Clara County Main Jail,657,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
06/05/21,Santa Clara,Santa Clara County Main Jail,668,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
06/12/21,Santa Clara,Santa Clara County Main Jail,667,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
06/19/21,Santa Clara,Santa Clara County Main Jail,665,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
06/26/21,Santa Clara,Santa Clara County Main Jail,665,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/03/21,Santa Clara,Santa Clara County Main Jail,672,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/10/21,Santa Clara,Santa Clara County Main Jail,625,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/17/21,Santa Clara,Santa Clara County Main Jail,634,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/24/21,Santa Clara,Santa Clara County Main Jail,639,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/31/21,Santa Clara,Santa Clara County Main Jail,642,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
08/07/21,Santa Clara,Santa Clara County Main Jail,638,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
08/14/21,Santa Clara,Santa Clara County Main Jail,632,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
08/21/21,Santa Clara,Santa Clara County Main Jail,614,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
08/28/21,Santa Clara,Santa Clara County Main Jail,614,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
09/04/21,Santa Clara,Santa Clara County Main Jail,627,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
09/11/21,Santa Clara,Santa Clara County Main Jail,613,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
09/18/21,Santa Clara,Santa Clara County Main Jail,642,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
09/25/21,Santa Clara,Santa Clara County Main Jail,667,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/02/21,Santa Clara,Santa Clara County Main Jail,665,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/09/21,Santa Clara,Santa Clara County Main Jail,664,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/16/21,Santa Clara,Santa Clara County Main Jail,672,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/23/21,Santa Clara,Santa Clara County Main Jail,676,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
10/30/21,Santa Clara,Santa Clara County Main Jail,695,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
11/06/21,Santa Clara,Santa Clara County Main Jail,709,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
11/13/21,Santa Clara,Santa Clara County Main Jail,702,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
11/20/21,Santa Clara,Santa Clara County Main Jail,661,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
11/27/21,Santa Clara,Santa Clara County Main Jail,645,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/04/21,Santa Clara,Santa Clara County Main Jail,632,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/11/21,Santa Clara,Santa Clara County Main Jail,642,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/18/21,Santa Clara,Santa Clara County Main Jail,634,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
12/25/21,Santa Clara,Santa Clara County Main Jail,645,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/01/22,Santa Clara,Santa Clara County Main Jail,640,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/08/22,Santa Clara,Santa Clara County Main Jail,642,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/15/22,Santa Clara,Santa Clara County Main Jail,671,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/22/22,Santa Clara,Santa Clara County Main Jail,700,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
01/29/22,Santa Clara,Santa Clara County Main Jail,678,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/05/22,Santa Clara,Santa Clara County Main Jail,700,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/12/22,Santa Clara,Santa Clara County Main Jail,703,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/19/22,Santa Clara,Santa Clara County Main Jail,696,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
02/26/22,Santa Clara,Santa Clara County Main Jail,686,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/05/22,Santa Clara,Santa Clara County Main Jail,681,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/12/22,Santa Clara,Santa Clara County Main Jail,680,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/19/22,Santa Clara,Santa Clara County Main Jail,703,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
03/26/22,Santa Clara,Santa Clara County Main Jail,701,U,U,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard,,,,
07/25/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
08/01/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
08/08/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
08/15/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
08/22/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
08/29/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
09/05/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
09/19/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
09/26/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/03/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/10/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/17/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/24/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/31/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
11/07/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
11/14/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
11/21/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
11/28/20,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
12/05/20,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
12/12/20,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
12/19/20,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
12/26/20,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/02/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/09/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/16/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/23/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/30/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
02/06/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
02/20/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
02/27/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
03/06/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
03/13/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
03/20/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
04/03/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
04/10/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
04/17/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
04/24/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
05/01/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
05/08/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
05/15/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
05/22/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
05/29/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
06/05/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
06/12/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
06/19/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
06/26/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
07/03/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
07/10/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
07/17/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
07/24/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
07/31/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
08/07/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
08/14/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
08/21/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
08/28/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
09/04/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
09/11/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
